householdID,state,county,householdpax,AGI,conusleisure,children,leisureavg
3048,New York,New York,2,173109.54,5442.56,1,6552.65
3049,New York,New York,1,147883.11,5392.0,0,6791.03
3050,New York,New York,3,214620.6,5722.88,1,9319.74
3051,New York,New York,1,211381.35,2793.33,0,7443.38
3052,New York,New York,2,196552.12,5495.42,1,6408.44
3053,New York,New York,1,204517.63,3402.03,0,5615.89
3054,New York,New York,4,158403.08,6085.14,2,6085.14
3055,New York,New York,1,190103.21,5073.31,0,7922.84
3056,New York,New York,3,167132.24,5015.53,0,11055.56
3057,New York,New York,3,199155.41,5756.47,2,7450.11
3058,New York,New York,2,191733.45,5960.05,1,8010.26
3059,New York,New York,1,192917.87,6408.41,0,8589.81
3060,New York,New York,2,150469.46,5409.04,0,7005.04
3061,New York,New York,4,119869.3,3614.06,2,6032.24
3062,New York,New York,6,117941.61,6026.84,2,6320.29
3063,New York,New York,1,192103.92,4721.93,0,7105.37
3064,New York,New York,2,163838.38,7313.65,1,7358.35
3065,New York,New York,3,186698.23,7563.11,2,7563.11
3066,New York,New York,3,173034.24,2547.38,1,5192.59
3067,New York,New York,5,208557.48,4369.66,0,10123.39
3068,New York,New York,2,183207.32,3164.1,1,8657.71
3069,New York,New York,3,170906.74,4787.26,0,7699.88
3070,New York,New York,3,178001.77,4464.12,1,5480.37
3071,New York,New York,3,190007.56,2379.94,1,7716.03
3072,New York,New York,2,200550.39,5184.56,1,6548.14
3073,New York,New York,2,160998.41,4305.42,1,4725.49
3074,New York,New York,3,177128.12,5999.94,1,6815.87
3075,New York,New York,1,136795.61,4304.26,0,7717.96
3076,New York,New York,1,239752.77,5331.34,0,5331.34
3077,New York,New York,1,125679.71,4582.61,0,9521.2
3078,New York,New York,3,137665.6,5162.2,2,8867.19
3079,New York,New York,1,146468.48,4478.71,0,7296.27
3080,New York,New York,1,168981.87,4362.99,0,7770.31
3081,New York,New York,2,200566.4,5316.14,1,8101.8
3082,New York,New York,3,199764.99,3560.81,1,6740.74
3083,New York,New York,3,148340.12,5142.56,1,6706.86
3084,New York,New York,2,164665.25,6344.63,1,6415.52
3085,New York,New York,1,196553.35,5147.52,0,5945.84
3086,New York,New York,3,135145.93,6332.4,1,8090.41
3087,New York,New York,2,167296.47,7033.31,1,7379.82
3088,New York,New York,1,203495.38,4899.17,0,8605.14
3089,New York,New York,3,160071.17,3764.96,1,7090.68
3090,New York,New York,4,181053.45,6475.0,0,8059.83
3091,New York,New York,3,176591.89,2908.2,2,7220.8
3092,New York,New York,3,191732.71,4204.19,2,8197.43
3093,New York,New York,2,216301.22,5112.27,1,7526.48
3094,New York,New York,1,196608.37,5759.49,0,8730.0
3095,New York,New York,4,218413.84,2932.04,1,7509.36
3096,New York,New York,3,187366.47,4259.57,2,7069.19
3097,New York,New York,1,190921.18,4830.14,0,7205.31
3098,New York,New York,3,149665.01,2378.17,1,7075.64
3099,New York,New York,3,156664.97,4129.02,1,8083.44
3100,New York,New York,1,184226.05,4446.02,0,8603.62
3101,New York,New York,1,152762.05,5120.51,0,7756.76
3102,New York,New York,2,160022.77,2334.3,1,7443.54
3103,New York,New York,3,201157.34,4653.17,1,6017.17
3104,New York,New York,1,177992.49,4242.03,0,7537.49
3105,New York,New York,2,198368.64,2955.59,1,8509.19
3106,New York,New York,2,207297.04,5632.54,1,7758.02
3107,New York,New York,5,145524.54,2893.67,2,6757.2
3108,New York,New York,1,164837.26,5801.29,0,5801.29
3109,New York,New York,3,183011.83,6266.62,2,9494.78
3110,New York,New York,2,191000.23,4378.77,1,4378.77
3111,New York,New York,1,198375.08,4768.07,0,6306.39
3112,New York,New York,2,140136.13,4239.31,1,6226.37
3113,New York,New York,2,164072.48,4700.14,1,8634.71
3114,New York,New York,4,136737.04,4954.29,0,7905.71
3115,New York,New York,4,199933.43,6143.62,1,7542.82
3116,New York,New York,1,211059.63,6029.84,0,6029.84
3117,New York,New York,1,208792.57,5255.83,0,7932.58
3118,New York,New York,2,189628.39,4332.6,0,7828.07
3119,New York,New York,2,137313.02,4912.51,1,8105.07
3120,New York,New York,1,189458.42,4358.85,0,7665.73
3121,New York,New York,2,179183.98,3523.6,1,7945.26
3122,New York,New York,3,173328.0,5105.75,2,8163.44
3123,New York,New York,2,212856.34,4823.15,0,6310.93
3124,New York,New York,1,193618.2,6914.26,0,8165.56
3125,New York,New York,3,149326.6,3271.98,2,6389.87
3126,New York,New York,2,154640.39,4707.33,1,6310.94
3127,New York,New York,1,156982.16,2663.25,0,7191.42
3128,New York,New York,4,152258.02,6295.91,1,9024.57
3129,New York,New York,1,163619.4,130.53,0,6946.4
3130,New York,New York,1,188869.42,6952.62,0,8371.68
3131,New York,New York,1,192602.46,5991.53,0,7192.84
3132,New York,New York,1,186163.01,4719.63,0,6379.69
3133,New York,New York,1,168626.75,5243.97,0,7226.24
3134,New York,New York,1,153865.22,2335.29,0,7257.5
3135,New York,New York,1,178847.48,3600.91,0,6962.44
3136,New York,New York,2,106897.48,4418.75,1,7463.99
3137,New York,New York,2,153594.88,4487.45,1,9286.46
3138,New York,New York,1,182362.11,6752.52,0,7540.18
3139,New York,New York,3,189179.68,3892.99,1,7994.57
3140,New York,New York,1,159644.09,4898.02,0,6748.33
3141,New York,New York,2,202331.97,3931.67,1,8328.79
3142,New York,New York,1,153766.69,3788.82,0,7092.6
3143,New York,New York,4,147212.49,5483.64,1,5483.64
3144,New York,New York,1,198602.91,3958.25,0,6768.96
3145,New York,New York,3,186495.7,4790.88,1,7641.86
3146,New York,New York,3,190356.69,4065.92,1,9492.65
3147,New York,New York,2,160675.34,3030.26,1,5697.1
3148,New York,New York,1,165957.62,3496.54,0,8292.28
3149,New York,New York,4,184761.38,5932.75,1,6747.44
3150,New York,New York,1,200043.98,3108.53,0,6961.14
3151,New York,New York,2,180860.6,7677.07,1,7892.32
3152,New York,New York,3,118659.83,4287.9,1,9064.87
3153,New York,New York,1,149709.93,6477.95,0,8472.5
3154,New York,New York,1,201474.43,5847.33,0,7140.65
3155,New York,New York,1,213617.37,2348.37,0,7537.61
3156,New York,New York,1,202514.75,4660.57,0,4660.57
3157,New York,New York,4,193466.0,4387.74,0,10348.32
3158,New York,New York,2,179945.23,7017.55,1,7201.98
3159,New York,New York,1,174412.8,7627.09,0,10655.64
3160,New York,New York,5,215538.77,6667.26,2,7543.92
3161,New York,New York,1,188707.99,5991.7,0,7212.89
3162,New York,New York,1,191572.13,2642.48,0,8971.25
3163,New York,New York,2,178296.59,2975.96,1,7744.74
3164,New York,New York,2,210474.54,2577.26,1,9032.45
3165,New York,New York,2,131754.45,3538.62,1,9393.2
3166,New York,New York,3,139710.84,3046.44,2,9440.24
3167,New York,New York,3,156834.59,2111.85,2,6486.63
3168,New York,New York,2,140239.5,5289.52,1,7051.22
3169,New York,New York,3,177451.38,5933.16,1,6011.45
3170,New York,New York,4,161812.25,4002.61,1,7451.84
3171,New York,New York,1,204797.88,2649.56,0,6417.99
3172,New York,New York,2,167684.25,6707.37,1,8471.59
3173,New York,New York,1,156573.26,7500.17,0,7500.17
3174,New York,New York,2,194457.66,4471.6,1,6971.23
3175,New York,New York,5,200617.87,2345.14,2,8512.21
3176,New York,New York,2,150587.9,3681.21,1,5184.84
3177,New York,New York,1,192292.28,4848.81,0,4848.81
3178,New York,New York,3,153378.9,4951.79,1,4951.79
3179,New York,New York,2,185181.47,6481.22,0,8879.95
3180,New York,New York,3,160517.45,4280.23,1,5504.92
3181,New York,New York,2,192761.23,4535.55,1,6875.46
3182,New York,New York,5,178745.41,3283.62,2,9132.07
3183,New York,New York,1,228127.03,5756.3,0,6891.75
3184,New York,New York,4,184926.75,5768.63,1,8792.82
3185,New York,New York,3,184251.51,5050.94,2,6220.05
3186,New York,New York,1,157986.84,4545.23,0,9716.37
3187,New York,New York,3,163634.3,4812.38,2,4812.38
3188,New York,New York,1,136997.68,3668.43,0,7431.13
3189,New York,New York,3,182748.59,3954.41,1,7568.78
3190,New York,New York,3,195438.52,3500.48,2,7857.06
3191,New York,New York,3,247596.79,6078.48,2,8558.44
3192,New York,New York,3,195345.69,5541.01,2,9864.12
3193,New York,New York,2,206483.02,2786.83,1,4207.26
3194,New York,New York,2,154836.19,3948.72,1,7801.72
3195,New York,New York,2,226415.35,4101.73,1,8635.85
3196,New York,New York,1,191321.43,5723.93,0,8481.15
3197,New York,New York,1,169103.95,5394.03,0,7385.46
3198,New York,New York,4,184226.18,6107.65,2,6121.4
3199,New York,New York,6,178484.26,6057.81,1,6611.23
3200,New York,New York,4,185580.05,3946.2,2,6459.89
3201,New York,New York,1,243059.26,5619.84,0,6688.12
3202,New York,New York,2,181318.78,6216.23,1,8085.13
3203,New York,New York,2,165037.26,3257.18,1,6966.26
3204,New York,New York,1,153440.86,5551.21,0,7146.6
3205,New York,New York,2,179148.15,5412.78,1,5412.78
3206,New York,New York,1,145214.0,1867.55,0,8245.53
3207,New York,New York,1,150979.63,6297.31,0,8553.16
3208,New York,New York,3,194953.82,3747.38,1,8227.18
3209,New York,New York,1,184222.87,6621.0,0,9377.91
3210,New York,New York,2,174796.62,4247.57,0,8171.33
3211,New York,New York,3,178734.57,5539.81,0,5743.84
3212,New York,New York,4,195183.16,4435.25,1,7814.92
3213,New York,New York,1,167409.85,3573.63,0,7088.46
3214,New York,New York,4,188617.19,3595.66,1,6194.09
3215,New York,New York,2,175495.21,5255.3,1,5255.3
3216,New York,New York,2,134035.97,3274.93,1,7705.57
3217,New York,New York,1,180809.18,6281.02,0,8130.0
3218,New York,New York,6,178515.65,4767.29,1,5081.38
3219,New York,New York,1,150462.46,4506.66,0,7957.55
3220,New York,New York,2,130778.54,4242.77,1,6563.43
3221,New York,New York,7,213893.91,8135.24,1,9439.14
3222,New York,New York,2,217628.05,5216.61,1,7111.27
3223,New York,New York,3,214896.91,3129.16,1,7250.72
3224,New York,New York,1,213947.33,4946.94,0,5640.73
3225,New York,New York,4,217134.24,1086.62,2,7140.46
3226,New York,New York,3,161310.31,2865.29,1,7898.08
3227,New York,New York,2,227216.51,4369.74,1,8478.9
3228,New York,New York,3,139142.41,2702.79,1,7988.85
3229,New York,New York,2,191645.33,6733.36,1,7404.93
3230,New York,New York,4,176726.36,2584.16,2,8041.9
3231,New York,New York,4,208458.97,4802.54,3,8604.95
3232,New York,New York,1,152110.53,5664.05,0,6926.7
3233,New York,New York,1,158977.93,4357.8,0,8434.04
3234,New York,New York,2,135568.04,5937.81,1,7592.71
3235,New York,New York,4,155445.35,5448.36,1,8307.75
3236,New York,New York,1,137428.65,4411.95,0,7146.24
3237,New York,New York,3,173481.8,6209.83,0,7063.65
3238,New York,New York,1,214383.55,5865.4,0,6648.98
3239,New York,New York,5,157378.67,5158.84,1,7267.47
3240,New York,New York,3,197561.13,3167.97,2,6636.45
3241,New York,New York,3,204792.78,1914.51,2,5953.87
3242,New York,New York,5,159722.63,3804.92,1,7034.47
3243,New York,New York,1,212193.46,4700.12,0,7939.09
3244,New York,New York,4,170957.91,6141.99,1,8438.37
3245,New York,New York,1,158202.8,4841.67,0,7018.43
3246,New York,New York,1,247148.58,4550.28,0,6593.73
3247,New York,New York,3,197339.12,4120.61,2,7272.47
3248,New York,New York,2,164613.09,6586.93,1,6586.93
3249,New York,New York,3,177764.71,8388.08,2,8427.62
3250,New York,New York,5,187713.86,7620.02,2,8066.56
3251,New York,New York,5,175236.17,3642.18,1,6301.05
3252,New York,New York,3,169949.32,3510.55,2,7381.64
3253,New York,New York,3,197012.04,8952.6,2,9533.93
3254,New York,New York,1,168389.55,5072.46,0,7466.29
3255,New York,New York,3,132813.57,3550.61,2,7199.18
3256,New York,New York,2,170439.34,5082.01,1,9288.11
3257,New York,New York,4,194270.87,7940.93,2,9804.2
3258,New York,New York,3,174344.24,4910.81,1,5464.39
3259,New York,New York,1,147250.4,2102.23,0,6319.13
3260,New York,New York,1,178361.0,3556.27,0,6513.9
3261,New York,New York,3,181062.76,4231.82,1,6530.04
3262,New York,New York,6,195389.98,3857.35,2,8635.59
3263,New York,New York,1,162565.66,6323.27,0,7530.64
3264,New York,New York,2,194465.82,6841.47,1,8928.61
3265,New York,New York,2,145141.54,8649.97,1,8730.33
3266,New York,New York,3,165449.37,3890.09,1,5727.85
3267,New York,New York,2,190906.86,4111.41,1,7309.74
3268,New York,New York,1,187881.28,3414.87,0,6880.25
3269,New York,New York,3,221480.85,5136.46,1,9105.64
3270,New York,New York,5,219897.6,4958.05,1,6457.76
3271,New York,New York,6,198916.25,5919.78,1,7607.36
3272,New York,New York,3,179597.45,3743.84,0,9859.71
3273,New York,New York,1,123223.82,5081.93,0,8194.5
3274,New York,New York,3,181711.19,5895.93,1,6587.41
3275,New York,New York,1,152412.92,3264.57,0,8264.19
3276,New York,New York,2,196456.6,4677.18,1,7624.32
3277,New York,New York,1,178316.62,5536.06,0,6282.48
3278,New York,New York,4,159208.41,4741.38,2,7654.66
3279,New York,New York,2,186547.9,5122.67,1,7951.65
3280,New York,New York,2,183452.15,1918.79,1,7853.16
3281,New York,New York,1,171792.76,5431.01,0,5786.37
3282,New York,New York,2,185057.43,3222.63,1,8752.25
3283,New York,New York,3,124240.61,5816.82,1,8567.74
3284,New York,New York,3,189147.64,4357.97,2,9216.35
3285,New York,New York,1,165076.51,5341.82,0,7224.71
3286,New York,New York,6,179678.57,5644.74,3,7865.33
3287,New York,New York,1,205947.21,3813.27,0,7683.12
3288,New York,New York,1,161255.71,3944.79,0,6711.02
3289,New York,New York,1,199736.83,7325.06,0,7325.06
3290,New York,New York,4,185175.46,4323.05,3,7757.55
3291,New York,New York,1,166051.27,4911.8,0,5384.41
3292,New York,New York,2,203392.94,4298.52,1,7907.66
3293,New York,New York,2,191515.18,7315.49,1,9546.69
3294,New York,New York,2,202434.36,3333.66,1,7350.02
3295,New York,New York,3,225206.0,4302.07,0,4302.07
3296,New York,New York,1,203123.83,4127.42,0,6803.01
3297,New York,New York,1,200842.54,1527.62,0,7123.7
3298,New York,New York,1,134154.41,4730.32,0,8967.58
3299,New York,New York,3,182420.39,2974.43,2,5630.84
3300,New York,New York,1,150636.71,6436.04,0,6722.18
3301,New York,New York,2,178881.35,4155.45,0,6795.27
3302,New York,New York,2,128047.73,4940.18,1,5100.67
3303,New York,New York,2,215033.36,3901.96,1,8641.03
3304,New York,New York,1,171371.47,3813.98,0,6241.39
3305,New York,New York,1,199876.71,5376.09,0,5376.09
3306,New York,New York,5,173236.68,4823.38,1,7834.22
3307,New York,New York,4,114171.25,4901.87,1,4901.87
3308,New York,New York,1,189684.07,4864.32,0,6958.04
3309,New York,New York,3,155995.22,2151.82,1,6487.11
3310,New York,New York,5,162760.52,4719.21,1,8144.71
3311,New York,New York,2,176934.74,6302.25,1,9322.31
3312,New York,New York,4,188279.72,6058.99,2,7762.58
3313,New York,New York,4,192287.39,4538.7,2,7858.02
3314,New York,New York,4,212908.3,3433.18,0,5071.26
3315,New York,New York,1,178334.27,6234.94,0,6234.94
3316,New York,New York,3,166567.81,5506.95,2,8176.11
3317,New York,New York,2,104190.12,3225.5,1,8631.53
3318,New York,New York,1,172425.73,2980.26,0,7094.8
3319,New York,New York,3,172003.75,6847.4,1,6847.4
3320,New York,New York,4,222239.72,7093.51,2,7093.51
3321,New York,New York,6,171049.51,1497.08,0,8152.02
3322,New York,New York,4,211650.4,1672.04,0,8266.93
3323,New York,New York,1,215706.07,3448.27,0,9631.09
3324,New York,New York,5,141117.62,5806.94,2,7185.34
3325,New York,New York,3,202586.26,3408.48,1,5545.63
3326,New York,New York,2,204225.19,7067.4,1,7480.44
3327,New York,New York,2,144575.99,4471.22,1,5613.76
3328,New York,New York,5,172848.2,4452.47,2,6630.69
3329,New York,New York,3,199197.86,4979.08,2,7267.3
3330,New York,New York,2,184524.0,8064.72,1,8064.72
3331,New York,New York,1,234409.17,2090.45,0,7936.13
3332,New York,New York,1,173466.43,5818.99,0,8377.97
3333,New York,New York,2,154662.03,2810.19,1,7232.31
3334,New York,New York,1,171689.01,4661.07,0,5063.11
3335,New York,New York,4,244276.83,3868.99,0,5867.52
3336,New York,New York,4,138201.92,3721.32,1,8077.8
3337,New York,New York,2,206894.32,5619.77,1,6546.38
3338,New York,New York,2,192201.36,2619.83,1,6902.42
3339,New York,New York,3,158948.53,5047.66,1,8182.97
3340,New York,New York,4,207794.54,2758.35,1,5585.64
3341,New York,New York,3,190238.35,3623.79,0,7275.59
3342,New York,New York,1,166157.46,3198.4,0,5778.94
3343,New York,New York,3,185092.08,4383.21,2,6036.29
3344,New York,New York,2,212790.9,4569.92,1,9530.95
3345,New York,New York,3,135191.46,6944.03,2,8150.63
3346,New York,New York,2,173364.3,4292.34,1,6765.79
3347,New York,New York,1,192386.85,7473.47,0,8789.89
3348,New York,New York,1,157976.71,4396.0,0,7075.0
3349,New York,New York,3,215417.94,5289.71,2,7903.01
3350,New York,New York,2,213098.18,4785.89,1,7431.93
3351,New York,New York,2,201900.74,3949.55,1,7056.93
3352,New York,New York,2,144687.19,4045.31,1,8155.98
3353,New York,New York,2,157718.53,4365.53,1,6614.9
3354,New York,New York,5,188253.4,4877.68,1,7620.72
3355,New York,New York,3,156165.69,5116.33,2,8388.4
3356,New York,New York,3,106240.94,4229.06,1,6616.86
3357,New York,New York,4,173449.11,5973.6,1,8203.35
3358,New York,New York,3,192022.62,5280.0,0,8486.03
3359,New York,New York,2,136226.09,7015.48,1,7442.64
3360,New York,New York,2,178309.67,4552.1,0,7208.41
3361,New York,New York,3,165707.07,4611.54,1,8779.03
3362,New York,New York,3,167532.58,3297.2,1,7319.92
3363,New York,New York,1,207118.61,4127.62,0,9259.92
3364,New York,New York,1,220219.67,3995.53,0,8009.19
3365,New York,New York,2,157411.6,5770.23,1,7293.21
3366,New York,New York,1,159597.16,6338.13,0,6338.13
3367,New York,New York,2,174810.45,6278.52,1,7841.81
3368,New York,New York,3,173941.06,2749.31,0,7141.53
3369,New York,New York,1,180164.02,5014.79,0,5650.49
3370,New York,New York,4,146600.45,5030.45,2,9180.28
3371,New York,New York,3,216055.05,4068.49,1,6232.73
3372,New York,New York,1,194274.06,4627.65,0,10079.82
3373,New York,New York,3,172843.29,6483.41,2,7848.82
3374,New York,New York,2,203076.3,4187.94,1,8917.54
3375,New York,New York,5,180371.65,5942.13,2,5942.13
3376,New York,New York,1,183113.6,5962.32,0,8073.2
3377,New York,New York,3,213141.28,1738.89,2,5734.69
3378,New York,New York,1,209355.76,4067.49,0,6406.85
3379,New York,New York,2,199157.01,2935.95,1,7449.57
3380,New York,New York,1,167101.99,5435.71,0,5435.71
3381,New York,New York,1,164990.38,3981.54,0,6779.26
3382,New York,New York,5,204961.07,2321.52,3,5540.05
3383,New York,New York,4,217273.86,2252.3,1,4899.32
3384,New York,New York,3,177659.21,1977.25,1,9020.05
3385,New York,New York,3,199440.85,6085.99,2,6271.65
3386,New York,New York,4,205819.37,5880.12,2,7397.27
3387,New York,New York,5,169282.42,5747.29,2,8670.44
3388,New York,New York,3,188514.83,4441.41,0,7008.76
3389,New York,New York,1,146809.64,4527.26,0,7496.4
3390,New York,New York,3,196623.12,3828.84,1,7098.21
3391,New York,New York,4,154775.93,7520.29,2,7520.29
3392,New York,New York,2,177236.19,5532.34,1,7845.17
3393,New York,New York,3,194268.18,4669.31,2,6024.45
3394,New York,New York,1,166897.33,3897.76,0,8564.63
3395,New York,New York,1,213312.14,6100.18,0,9706.33
3396,New York,New York,3,192612.57,5634.06,2,8755.88
3397,New York,New York,3,165154.37,2389.88,1,8201.46
3398,New York,New York,2,208556.79,3836.77,1,6599.75
3399,New York,New York,1,177139.03,4973.7,0,8085.39
3400,New York,New York,3,204997.15,5097.25,1,7187.0
3401,New York,New York,3,171877.99,5944.96,2,8307.69
3402,New York,New York,3,173860.04,5971.33,1,8160.25
3403,New York,New York,4,176611.61,7017.46,1,7017.46
3404,New York,New York,1,146687.46,2632.1,0,4997.23
3405,New York,New York,1,138346.2,4924.89,0,6090.82
3406,New York,New York,3,153174.15,4127.95,2,8099.06
3407,New York,New York,2,171135.69,3347.77,1,10574.76
3408,New York,New York,1,157317.89,3525.22,0,6199.04
3409,New York,New York,3,178017.34,3127.25,1,7985.86
3410,New York,New York,2,106647.35,6146.74,1,6146.74
3411,New York,New York,4,196375.59,5147.15,2,7063.27
3412,New York,New York,1,141848.37,1391.24,0,6512.67
3413,New York,New York,3,169280.72,7144.76,2,7144.76
3414,New York,New York,3,225228.08,4366.48,1,8997.71
3415,New York,New York,3,189757.52,5138.23,2,5617.1
3416,New York,New York,4,172688.41,2375.09,2,7207.82
3417,New York,New York,1,191820.93,2286.83,0,6962.3
3418,New York,New York,1,117620.51,4868.21,0,5460.98
3419,New York,New York,2,201121.49,5655.89,1,8012.16
3420,New York,New York,2,188195.81,5936.18,1,8243.81
3421,New York,New York,4,161867.46,5561.14,0,5561.14
3422,New York,New York,5,196571.69,4247.51,1,7044.34
3423,New York,New York,1,180646.96,679.6,0,7417.41
3424,New York,New York,3,128495.37,4499.75,0,6362.78
3425,New York,New York,2,164764.58,3673.02,1,5673.81
3426,New York,New York,2,165109.28,6749.17,1,9176.86
3427,New York,New York,1,194516.04,4291.41,0,6980.71
3428,New York,New York,3,189850.15,5894.98,1,7637.87
3429,New York,New York,1,167044.91,2295.84,0,8378.44
3430,New York,New York,1,174167.01,5359.06,0,6298.3
3431,New York,New York,3,172834.8,6843.38,1,9047.81
3432,New York,New York,5,166960.77,5421.1,1,6646.77
3433,New York,New York,1,146678.25,7754.45,0,9014.77
3434,New York,New York,1,178930.37,6397.71,0,7102.45
3435,New York,New York,3,189717.02,3827.09,2,7654.66
3436,New York,New York,4,197800.82,6039.19,1,9351.94
3437,New York,New York,1,153628.83,5035.05,0,9328.46
3438,New York,New York,1,139226.19,5603.86,0,6868.53
3439,New York,New York,3,138050.66,3318.69,0,5664.05
3440,New York,New York,2,257600.14,4628.45,1,7237.34
3441,New York,New York,1,161536.09,4967.57,0,6908.95
3442,New York,New York,3,195692.61,5422.05,0,9477.55
3443,New York,New York,1,206248.62,4530.31,0,4530.31
3444,New York,New York,3,158444.45,6662.74,2,6662.74
3445,New York,New York,3,166427.28,6311.28,1,7088.94
3446,New York,New York,2,196099.89,5073.4,1,6810.63
3447,New York,New York,2,131711.39,7305.15,1,9553.54
3448,New York,New York,2,198915.4,5654.01,1,8367.8
3449,New York,New York,2,165298.82,3072.98,1,5836.73
3450,New York,New York,2,221112.23,6716.86,1,7642.14
3451,New York,New York,2,173410.35,3771.3,1,8337.55
3452,New York,New York,2,185329.22,4510.4,1,7718.9
3453,New York,New York,2,243901.61,4142.55,1,5723.48
3454,New York,New York,3,186521.03,4687.92,1,8680.51
3455,New York,New York,2,156291.24,8079.29,0,8079.29
3456,New York,New York,1,189966.18,4328.09,0,5488.66
3457,New York,New York,1,164507.56,1780.39,0,5741.73
3458,New York,New York,4,198370.14,6691.77,3,7680.93
3459,New York,New York,1,176211.36,4943.82,0,8932.91
3460,New York,New York,1,207072.58,3711.14,0,7661.13
3461,New York,New York,2,236646.24,3277.72,1,9096.28
3462,New York,New York,1,160499.84,4843.23,0,7027.83
3463,New York,New York,2,159750.49,6006.86,1,8026.13
3464,New York,New York,4,167806.56,3640.13,1,7523.23
3465,New York,New York,1,169880.53,4578.99,0,7253.03
3466,New York,New York,1,149538.03,3835.65,0,6843.94
3467,New York,New York,1,125126.16,5681.2,0,7748.79
3468,New York,New York,2,181452.38,5138.99,1,5138.99
3469,New York,New York,1,144456.54,3860.24,0,6192.07
3470,New York,New York,1,141711.93,3097.95,0,5995.77
3471,New York,New York,2,204053.17,5751.99,1,8851.23
3472,New York,New York,3,176468.23,6175.81,1,7771.88
3473,New York,New York,2,135053.19,3528.45,1,6663.7
3474,New York,New York,4,119535.23,5975.22,2,7800.99
3475,New York,New York,1,216375.98,4904.89,0,5581.0
3476,New York,New York,2,154542.27,5442.44,0,6442.19
3477,New York,New York,2,145325.99,1898.9,1,6672.07
3478,New York,New York,1,154966.5,6475.36,0,7902.87
3479,New York,New York,1,176251.32,5718.2,0,6960.91
3480,New York,New York,3,153447.45,3208.5,2,8927.1
3481,New York,New York,2,181397.57,3743.64,1,5400.01
3482,New York,New York,3,188220.4,7313.48,1,7313.48
3483,New York,New York,1,165928.09,4097.22,0,7379.61
3484,New York,New York,1,200096.89,4660.1,0,5920.62
3485,New York,New York,1,185458.52,4488.78,0,4488.78
3486,New York,New York,3,152644.0,5481.38,2,5685.73
3487,New York,New York,1,190908.35,5437.45,0,8807.2
3488,New York,New York,1,194969.46,6506.03,0,7838.38
3489,New York,New York,1,197758.85,6819.7,0,7537.23
3490,New York,New York,1,175419.7,4815.24,0,8119.2
3491,New York,New York,3,168214.29,4600.05,2,7245.95
3492,New York,New York,2,228466.68,6080.41,0,8751.42
3493,New York,New York,1,166593.58,5636.54,0,7116.37
3494,New York,New York,2,194617.05,5803.73,1,6341.19
3495,New York,New York,2,134199.67,1670.54,1,8630.11
3496,New York,New York,1,194026.82,4359.1,0,6577.95
3497,New York,New York,7,160846.46,1039.49,3,8127.36
3498,New York,New York,2,160251.54,6854.05,1,7652.69
3499,New York,New York,2,118966.68,5663.34,1,8451.18
3500,New York,New York,1,156716.24,4559.77,0,7597.34
3501,New York,Bronx,4,170612.15,8025.04,1,8025.04
3502,New York,Bronx,7,175767.49,5164.87,2,6841.08
3503,New York,Bronx,2,182620.65,6086.1,1,8111.35
3504,New York,Bronx,3,150098.26,5116.96,2,8455.36
3505,New York,Bronx,3,133549.47,4827.87,0,4827.87
3506,New York,Bronx,2,109675.32,4231.68,1,6009.85
3507,New York,Bronx,3,133265.1,4730.44,2,7087.19
3508,New York,Bronx,2,171986.38,4618.14,1,7491.46
3509,New York,Bronx,3,154645.83,6108.01,1,8060.56
3510,New York,Bronx,6,137314.9,6370.59,2,7105.41
3511,New York,Bronx,1,149549.51,4875.3,0,6757.66
3512,New York,Bronx,4,134153.28,3475.04,2,5425.54
3513,New York,Bronx,6,159430.29,5693.9,2,6879.97
3514,New York,Bronx,2,149603.81,4998.87,1,7958.67
3515,New York,Bronx,1,169728.59,4334.72,0,8223.8
3516,New York,Bronx,3,147284.88,5488.53,1,8103.3
3517,New York,Bronx,3,117406.62,4484.77,1,6341.17
3518,New York,Bronx,1,136668.46,5246.44,0,7111.02
3519,New York,Bronx,7,163815.17,4962.13,1,10120.1
3520,New York,Bronx,1,168258.09,4380.87,0,9067.3
3521,New York,Bronx,3,174596.66,5297.69,2,8432.89
3522,New York,Bronx,4,181211.04,4772.21,1,7438.7
3523,New York,Bronx,4,163281.52,6227.72,2,7426.48
3524,New York,Bronx,4,108673.37,3519.84,2,8518.46
3525,New York,Bronx,3,165897.34,2589.14,1,9712.14
3526,New York,Bronx,1,132043.48,4865.11,0,5700.99
3527,New York,Bronx,3,138381.08,5449.66,1,8348.35
3528,New York,Bronx,7,148563.54,2760.01,2,7229.95
3529,New York,Bronx,3,134048.97,3128.49,2,7924.45
3530,New York,Bronx,3,167893.92,4060.72,1,6188.58
3531,New York,Bronx,2,139287.12,5179.02,1,10052.78
3532,New York,Bronx,3,177481.19,6173.74,1,6173.74
3533,New York,Bronx,6,181503.56,7045.42,2,9185.12
3534,New York,Bronx,2,186911.27,6281.14,1,7047.34
3535,New York,Bronx,5,172659.84,4974.33,2,7628.24
3536,New York,Bronx,4,132819.78,4746.35,2,7153.58
3537,New York,Bronx,2,153344.21,5245.51,1,7987.05
3538,New York,Bronx,3,196449.98,5679.34,1,9682.19
3539,New York,Bronx,3,118559.13,1803.61,1,5975.34
3540,New York,Bronx,4,144295.06,5634.56,1,7054.57
3541,New York,Bronx,3,222723.27,4283.19,2,7606.06
3542,New York,Bronx,1,172624.26,3845.8,0,5526.07
