"householdID","visits","avgrides_perperson","avgmerch_perperson","avggoldzone_perperson","avgfood_perperson","goldzone_playersclub","own_car","homestate","FB_Like","renew"
"1251",2,10.2,41.1,49.5,19,"1","1","CT","1",1
"1257",1,6.6,18.3,44.3,19.4,"0","1","CT","0",1
"1261",4,13.1,39.3,31.4,34.9,"0","1","CT","0",0
"1272",1,9.5,0.9,158.2,17.6,"0","1","CT","1",0
"1273",1,7.7,83.7,72.4,37.4,"0","1","CT","1",0
"1281",4,11.8,33.3,150.6,9.9,"0","1","CT","1",1
"1282",4,10.4,63.8,159.2,26.3,"0","1","CT","1",1
"1283",3,10.3,44.4,101,38.8,"0","1","CT","1",1
"1291",2,1.8,31.8,79.9,15,"1","1","CT","0",1
"1292",4,7.3,13.9,27.8,30.1,"0","1","CT","0",0
"1295",1,11.5,53.9,10.9,14.6,"1","1","CT","1",1
"1297",1,10.6,43.2,108.5,23.3,"0","1","CT","0",1
"1298",1,10,50.3,145.5,65.5,"0","1","CT","1",0
"1300",1,11.7,37,13.1,14.9,"0","1","CT","1",0
"1306",6,10.2,51.9,68.2,12.1,"1","1","CT","0",1
"1308",3,9.8,20.4,87.1,0.3,"0","1","CT","0",1
"1320",8,6.2,45.4,93,4.2,"0","1","CT","0",1
"1321",3,9.8,31.6,121.4,5.4,"0","1","CT","0",1
"1324",7,3,11,124.4,33.4,"0","1","CT","1",1
"1331",4,4,40.9,12.7,41.5,"0","1","CT","1",1
"1343",5,10.1,1.8,103.8,35.4,"0","1","CT","1",1
"1346",4,9.4,18.9,160.8,3.9,"0","1","CT","1",1
"1350",6,12.5,59.1,69.5,5.6,"0","1","CT","0",1
"1355",4,10.5,12.7,37.1,39.1,"0","1","CT","0",1
"1362",1,9.4,33.2,54.9,7.1,"0","1","CT","0",1
"1367",5,5.1,34.9,74,35,"0","1","CT","0",1
"1369",2,8.2,14.4,19.9,6.6,"0","1","CT","0",1
"1370",1,13.2,16.7,156.3,20.5,"0","1","CT","1",0
"1371",6,2.9,25.9,66.6,39.4,"0","1","CT","0",0
"1372",4,12.6,10.4,123.5,11.5,"0","1","CT","1",0
"1373",3,12.1,29,165.1,17.7,"0","1","CT","1",0
"1381",3,7.3,18.2,85.8,13.4,"0","1","CT","0",1
"1383",2,12,85.9,156.9,19.5,"0","1","CT","1",0
"1389",2,12.5,56.2,79.7,8.5,"1","1","CT","1",0
"1393",4,7.9,30.1,167,6.6,"0","1","CT","0",1
"1399",5,8.1,84.3,12.8,24.9,"0","1","CT","1",1
"1400",6,10.6,15,18.6,45.2,"0","1","CT","0",1
"1402",5,1.9,53.3,83.7,42.1,"0","1","CT","1",0
"1416",3,12.9,28.1,49.4,68.8,"0","1","CT","1",0
"1419",2,11.4,62.4,126.3,6.1,"0","1","CT","0",0
"1422",5,8.9,54.2,33.6,27.8,"1","1","CT","1",1
"1424",2,8.4,50.3,71,75.4,"0","1","CT","1",1
"1426",6,10.4,76.2,36.3,11.3,"0","1","CT","1",0
"1427",6,11.2,9.5,149.7,17,"0","1","CT","1",1
"1432",6,1.8,83.8,69.4,23,"0","1","CT","0",1
"1433",1,12.4,4.8,161.2,67.4,"0","1","CT","0",1
"1438",1,9.6,23,7.1,33,"0","1","CT","1",0
"1446",10,10.5,12.1,113.6,31.4,"0","1","CT","0",0
"1449",2,7,30.7,14.2,39,"0","1","CT","1",1
"1452",3,11.6,32,115,41.9,"1","1","CT","1",1
"1466",4,8.7,28.2,23.2,32.4,"0","1","CT","0",0
"1467",5,8.9,29.8,58.3,2.3,"1","1","CT","0",1
"1469",5,10.4,49.6,58.9,19.8,"0","1","CT","0",0
"1478",3,11.2,30.4,157.2,17.4,"0","1","CT","1",1
"1490",5,10.6,33,171.7,28.8,"0","1","CT","0",0
"1491",1,9.5,47.6,89,12.3,"0","1","CT","0",0
"1493",5,9.6,7.1,156.8,20.9,"1","1","CT","1",1
"1494",5,11.8,49.3,45.5,22.2,"1","1","CT","1",1
"1514",2,10.9,3.2,106.3,18.1,"0","1","CT","0",1
"1515",4,9.8,50.2,32.5,37.8,"0","1","CT","0",1
"1517",2,9.1,48.9,123.6,5.4,"0","1","CT","1",0
"1523",5,10.8,5.5,15.3,17.7,"0","1","CT","0",0
"1528",1,1.8,88,41.7,3.7,"0","1","CT","1",0
"1530",4,11.3,35.3,161.5,9,"0","1","CT","0",0
"1532",4,2.4,27.4,34.6,47.5,"0","1","CT","0",0
"1536",3,8.1,27.4,14.8,14.7,"0","1","CT","0",0
"1537",1,6.1,6.9,6.5,7,"0","1","CT","1",1
"1542",8,4.2,49.3,159.4,21.9,"0","1","CT","0",1
"1543",1,10.6,18.8,71.5,20.3,"0","1","CT","0",0
"1547",3,12.7,10.7,113.4,6.9,"0","1","CT","1",1
"1550",4,9.3,82.9,65,25.2,"0","1","CT","1",0
"1555",1,7.7,35.3,102.6,15.1,"0","1","CT","1",1
"1565",6,11.6,26.8,135.7,5.9,"0","1","CT","1",1
"1573",2,9.3,72.9,127.4,0.4,"0","1","CT","1",0
"1574",1,10.6,34.8,150.8,8.4,"0","1","CT","0",0
"1583",7,10.3,9.7,111.7,0.5,"0","1","CT","1",0
"1585",4,11.6,5.2,120.1,22.7,"0","1","CT","0",0
"1595",2,8.7,29.9,56.1,12.3,"0","1","CT","1",1
"1600",1,7.9,45,15.3,20.3,"0","1","CT","1",0
"1615",4,6.8,52.7,62.9,25.9,"0","1","CT","1",1
"1626",4,10.3,20.3,17.1,16.4,"1","1","CT","1",0
"1627",7,12.3,23,109.5,23.6,"0","1","CT","1",1
"1629",6,9.8,88.1,138.2,13.8,"0","1","CT","0",1
"1634",1,12.5,27.5,28.8,0.5,"0","1","CT","1",1
"1638",6,9.1,58.4,75.3,44.4,"1","1","CT","0",1
"1639",2,10.3,22.5,18.7,14.4,"0","1","CT","1",1
"1649",1,13,41,125.6,8.1,"0","1","CT","0",0
"1660",6,11.4,38.5,82.8,20.9,"1","1","CT","1",1
"1661",4,2.1,2.1,171.6,21.8,"0","1","CT","0",0
"1664",3,10.1,18.5,104.9,26.5,"0","1","CT","1",1
"1665",5,10.7,4.1,82.2,9.2,"0","1","CT","0",1
"1674",8,12.5,29.3,12.8,66.8,"0","1","CT","0",1
"1684",2,9.8,17.3,74.8,3.5,"0","1","CT","0",1
"1694",3,8.4,77.8,19.3,14.5,"0","1","CT","0",0
"1697",1,10,84.8,92.1,53.7,"0","1","CT","1",1
"1704",3,7.1,36.4,24.4,11.6,"0","1","CT","1",1
"1710",3,10.6,88.6,98.8,23,"0","1","CT","0",0
"1711",4,13.4,5.3,56.7,75.3,"0","1","CT","0",0
"1714",4,9.9,18.1,8.5,20.1,"0","1","CT","1",1
"1715",3,6.4,84.2,134.4,7.6,"0","1","CT","1",0
"1717",1,10.4,88.9,87.9,28.1,"0","1","CT","0",1
"1721",3,8.7,53.5,163.8,44.9,"0","1","CT","0",0
"1723",4,10.3,41.8,42.9,20.4,"0","1","CT","1",0
"1724",2,8.8,27.2,70.2,26.2,"0","1","CT","0",0
"1734",2,9.3,36.8,5,36.4,"1","1","CT","0",1
"1737",4,12,2,118.9,21.3,"1","1","CT","1",1
"1744",3,13.1,25.5,168.7,42.4,"0","1","CT","0",0
"1755",1,2.9,24.5,9.8,13.3,"0","1","CT","1",1
"1759",4,9.1,42.4,24.4,74.2,"0","1","CT","0",1
"1767",1,11.8,38.7,142.1,9.2,"0","1","CT","0",1
"1773",6,11.3,51.5,15.6,12.8,"0","1","CT","0",0
"1775",5,8.5,35.8,143.9,7.6,"1","1","CT","1",1
"1777",7,11.4,26.7,124.6,5.6,"0","1","CT","1",1
"1780",3,10.5,11.6,65.3,15.4,"0","1","CT","0",0
"1782",6,10.8,60.1,105.6,30.9,"0","1","CT","0",0
"1783",10,10.4,27.6,130,13,"0","1","CT","0",1
"1791",9,10.4,19.7,31.2,21.9,"0","1","CT","0",1
"1795",1,10.1,32.4,99.9,5,"0","1","CT","1",1
"1796",2,9.8,79,1.8,4.1,"0","1","CT","0",1
"1799",2,9.1,8.2,122.6,27.5,"0","1","CT","0",0
"1801",5,13.3,49.9,104.7,18.8,"1","1","CT","0",1
"1803",4,2.8,13.2,111.8,23.1,"0","1","CT","0",1
"1811",10,10.5,9.7,47.6,16.9,"0","1","CT","0",0
"1812",3,10,17,85.2,7.7,"0","1","CT","1",1
"1813",4,9.1,25.4,12.6,9.7,"0","1","CT","1",0
"1817",3,11.7,87.2,120.5,10.5,"0","1","CT","0",1
"1818",5,12.3,34.2,46.4,9.3,"0","1","CT","0",0
"1820",5,10.5,35.1,87.8,26,"0","1","CT","1",1
"1823",3,8.3,25.3,129.2,36,"1","1","CT","1",1
"1828",3,8.2,24.5,86.6,54.1,"0","1","CT","1",0
"1829",4,7.6,2.6,44.9,10.2,"0","1","CT","1",1
"1830",1,10.6,35,2,44.1,"0","1","CT","1",1
"1834",7,12.2,56.6,82.5,8.3,"0","1","CT","0",1
"1842",8,9.4,13.9,73.9,29.8,"0","1","CT","1",1
"1844",4,12.7,34,66.9,38.5,"0","1","CT","0",1
"1847",3,11.3,48.1,111.9,14.1,"1","1","CT","0",1
"1849",5,3.4,79.6,82.7,8.7,"0","1","CT","1",1
"1852",2,10.9,19,1,27.8,"0","1","CT","0",0
"1856",3,12.2,24.1,123.8,14.9,"1","1","CT","0",0
"1861",3,10,16.8,115.4,28.9,"0","1","CT","0",0
"1863",5,10,33.7,4.1,25.6,"1","1","CT","0",1
"1869",5,6.9,4.1,75,20,"0","1","CT","1",0
"1871",2,6.8,27.2,68,23.6,"0","1","CT","0",1
"1872",2,8,70.1,87.3,27.2,"0","1","CT","0",1
"1881",2,10.2,44.4,16.6,4.6,"0","1","CT","1",0
"1890",5,6.6,37.3,33.3,75.5,"0","1","CT","0",1
"1899",5,11.2,66,11.2,25.7,"0","1","CT","1",0
"1901",3,13.1,36.5,148.8,40.9,"0","1","CT","1",0
"1902",3,12.3,24.3,69.7,39.5,"0","1","CT","0",0
"1911",2,10.1,41.4,86.5,32.9,"0","1","CT","1",1
"1923",4,13.3,15.3,162,25.1,"1","1","CT","1",0
"1928",3,10.1,7.1,153.5,12.1,"0","1","CT","0",0
"1929",4,3.2,20,117.3,19.8,"0","1","CT","0",1
"1930",7,11.1,51.3,99,18.5,"0","1","CT","0",1
"1937",3,2.7,75.7,141.3,14.6,"0","1","CT","0",0
"1941",4,12.7,16.8,49.6,12,"0","1","CT","0",1
"1947",4,8.5,29.8,39.3,73.3,"0","1","CT","0",1
"1950",6,10.4,47.5,82.7,1.6,"0","1","CT","1",0
"1953",4,9.3,11.8,162.3,25.2,"0","1","CT","1",1
"1956",3,10.1,41,166.7,69.8,"0","1","CT","1",0
"1961",7,8.4,27.8,137.8,41.1,"0","1","CT","0",1
"1963",7,9.6,43.6,93.6,24,"0","1","CT","0",1
"1966",5,8.9,10.2,19.2,58.9,"0","1","CT","0",1
"1974",1,8.9,15.9,40.9,13.8,"0","1","CT","1",1
"1976",1,7.2,26.4,134.7,7.7,"0","1","CT","1",0
"1977",1,3.9,88.1,22.4,17.9,"0","1","CT","1",1
"1982",2,10.8,26.6,95.4,59.5,"1","1","CT","0",1
"1983",2,11.5,86.8,70.5,9.3,"0","1","CT","0",1
"1986",1,8.6,43.1,50.8,3.1,"1","1","CT","0",0
"1989",3,11.1,19.5,158.9,46.3,"1","1","CT","0",0
"1992",3,9,6.2,139.5,12.4,"0","1","CT","1",1
"1997",4,11,40.7,168.8,29,"0","1","CT","1",1
"1998",2,12.7,15.2,120.2,29.3,"0","1","CT","0",1
"1999",2,6.3,61.6,17.8,62.9,"0","1","CT","0",0
"2011",3,9.9,6.1,51.5,59.1,"0","1","CT","1",0
"2020",9,9.3,5.6,87.6,3.2,"0","1","CT","1",0
"2023",4,3,9.8,134.5,73.9,"0","1","CT","1",0
"2024",5,13.3,27.7,29.6,60.2,"0","1","CT","0",0
"2025",4,10.6,41.1,114.5,28.4,"0","1","CT","0",0
"2036",3,9.7,33.1,79.9,50.3,"0","1","CT","0",0
"2039",7,9.8,7.5,22.6,17.8,"0","1","CT","1",1
"2040",5,11.8,10.7,142.6,29.2,"0","1","CT","1",1
"2041",1,2.1,46.4,58.7,8.4,"0","1","CT","1",1
"2050",9,9.7,58.9,8,34.2,"0","1","CT","1",1
"2052",4,9.5,81.7,18.1,29,"0","1","CT","0",1
"2055",7,12.5,27.8,33.5,27.6,"0","1","CT","1",1
"2056",3,10.7,12.4,58.2,74.1,"1","1","CT","0",0
"2065",2,11.1,21.4,172.3,12.7,"0","1","CT","0",1
"2071",3,6.4,23.4,20.2,21.9,"0","1","CT","1",1
"2075",7,6,35.8,1.5,26.5,"0","1","CT","1",1
"2079",5,12.5,13.1,64.2,9.9,"0","1","CT","0",1
"2082",4,6.4,26.2,139.2,29.3,"0","1","CT","1",1
"2084",5,10,10.2,27.2,72.6,"0","1","CT","1",1
"2092",2,2.8,54.1,61.3,33.9,"0","1","CT","0",0
"2094",2,9,41.5,52.9,46.3,"0","1","CT","0",1
"2099",2,7.9,78.6,21.4,25.8,"0","1","CT","0",0
"2104",5,11.8,39.7,4.8,8.2,"0","1","CT","0",0
"2107",3,11.1,36.5,41.8,53.4,"0","1","CT","1",1
"2108",1,9.5,58.6,73.4,10.1,"0","1","CT","0",1
"2119",1,2,17.9,13.8,67.9,"0","1","CT","1",0
"2120",2,10.2,29.7,94.9,6.4,"0","1","CT","0",1
"2122",4,9,10.5,88.1,30.6,"0","1","CT","1",0
"2141",3,6.9,16.8,166.9,38.9,"0","1","CT","0",0
"2142",6,10.1,33,74.8,75.7,"0","1","CT","1",1
"2146",4,9.5,21.3,43.2,8.8,"0","1","CT","0",1
"2151",2,11.8,45.7,21.2,37,"0","1","CT","1",0
"2159",6,2.3,39.2,92.8,50.5,"0","1","CT","0",1
"2169",3,8.5,1.2,39.9,3.6,"1","1","CT","1",0
"2189",5,1.9,23.1,115.5,0.4,"0","1","CT","0",1
"2193",4,7.8,21,100.3,12.2,"0","1","CT","1",0
"2194",1,13.1,29.3,36,38.4,"0","1","CT","1",0
"2200",4,13.3,23.1,101.1,75.5,"0","1","CT","0",1
"2203",8,10.4,21.7,12.5,5.1,"0","1","CT","1",1
"2206",5,9.1,35.3,3.8,21.2,"0","1","CT","0",0
"2208",3,8.2,5.2,146.4,61.6,"0","1","CT","1",0
"2211",5,9.6,27.7,52.8,19.1,"1","1","CT","0",1
"2212",3,7.7,32.8,27.1,75.9,"0","1","CT","1",0
"2220",6,2.6,12,64.9,23.3,"1","1","CT","1",0
"2221",1,13,2.3,11.5,41.3,"0","1","CT","0",1
"2231",4,9.2,39.3,82.3,7.9,"1","1","CT","1",0
"2238",4,13.2,5.7,80,20.2,"1","1","CT","0",1
"2240",3,11,25.2,102.7,15.1,"0","1","CT","0",0
"2241",2,10.5,41.9,40.7,2.5,"0","1","CT","1",1
"2246",7,10,30.8,70.9,20.9,"1","1","CT","1",1
"2252",2,7.8,23.1,36.8,36.7,"1","1","CT","1",0
"2262",3,11.4,20.9,1.7,67.8,"0","1","CT","0",1
"2270",4,12.5,85.8,171.1,1.9,"0","1","CT","0",0
"2281",2,10.9,25.1,17.7,64.5,"0","1","CT","0",1
"2283",5,10.3,41,90.5,67.5,"0","1","CT","0",0
"2284",8,10.9,46.7,152.3,29.5,"0","1","CT","0",1
"2298",8,11.5,21.7,43.5,35.6,"0","1","CT","0",0
"2301",4,11.8,24.7,168.3,54.4,"0","1","CT","0",1
"2304",3,5.4,44.4,55,10.2,"0","1","CT","0",1
"2306",7,9.2,84.3,166.1,34.5,"0","1","CT","0",1
"2307",4,4.2,45.8,18.5,25,"0","1","CT","0",1
"2312",2,10.6,23.6,16.4,73.3,"0","1","CT","1",0
"2314",1,1.9,0.6,133.6,26.9,"0","1","CT","0",1
"2316",4,9.8,16.7,53.9,29.9,"0","1","CT","0",0
"2318",7,9.9,39.1,33.7,44.5,"0","1","CT","0",1
"2320",3,10.7,59.9,68.7,42.8,"1","1","CT","1",1
"2322",4,12.6,23.1,36.8,26.8,"0","1","CT","0",0
"2334",2,9.3,79.4,160.1,25.6,"0","1","CT","0",1
"2335",1,3,33.8,59.1,33.8,"0","1","CT","0",1
"2336",4,10.2,32,38.3,5.3,"0","1","CT","0",1
"2360",7,8.3,27.1,79.3,14.4,"0","1","CT","1",1
"2364",5,9.6,23,122,5.8,"1","1","CT","0",1
"2368",7,10.3,16.1,115.8,39.3,"0","1","CT","0",1
"2375",7,8.3,20.2,60.5,25.4,"0","1","CT","1",0
"2379",6,9.7,10.4,76.8,2.4,"0","1","CT","0",1
"2380",4,10.2,17.5,123,65.5,"0","1","CT","0",0
"2383",5,2.4,14,9.1,3.6,"1","1","CT","0",1
"2385",2,11.6,14.3,38.3,15.8,"0","1","CT","1",0
"2393",2,7.9,24.3,155.7,27.9,"0","1","CT","1",1
"2401",8,12.1,39.4,147,9.7,"0","1","CT","1",1
"2406",2,12.1,87.5,165.3,25.7,"0","1","CT","0",1
"2412",3,9.7,15,130.6,50.1,"0","1","CT","0",0
"2413",2,2,44.3,50.3,24.3,"0","1","CT","0",0
"2415",4,2.3,42.1,87.2,28.1,"0","1","CT","1",1
"2418",3,10,23.8,62.6,12.3,"1","1","CT","0",1
"2420",3,9.2,5.5,142.5,9,"0","1","CT","0",1
"2422",5,13.4,76.2,46.1,22.7,"0","1","CT","0",1
"2431",2,10.9,12.1,46.7,1.5,"0","1","CT","1",1
"2433",3,9.2,63.9,113.2,33.7,"0","1","CT","1",1
"2440",5,9.5,4.7,33.7,0.3,"1","1","CT","0",1
"2451",6,3.8,88.1,105.4,1.6,"0","1","CT","1",1
"2457",7,2.7,54.3,119.4,19.4,"0","1","CT","1",1
"2469",5,12.9,8.4,106.9,17.9,"0","1","CT","1",0
"2470",5,12.5,36.6,39.4,17.6,"0","1","CT","1",1
"2473",6,10.3,83.6,159.4,29,"0","1","CT","1",0
"2475",4,2.4,51.1,66.7,27.4,"1","1","CT","1",1
"2486",1,3.8,29.9,52.6,42.4,"1","1","CT","1",1
"2489",2,8.6,61.3,120.6,40,"1","1","CT","1",1
"2493",2,2.2,38.5,97.9,72.9,"0","1","CT","1",1
"2495",3,10,18,0.2,37.2,"0","1","CT","1",1
"2501",2,10.8,24.6,63.7,14.7,"0","1","CT","0",1
"2502",7,11.7,5.5,96.8,69.7,"0","1","CT","1",1
"2505",7,11.2,32,29.8,39.4,"0","1","CT","0",0
"2510",1,11.5,86.7,55.3,35.8,"0","1","CT","0",1
"2512",3,11.9,51.8,154.6,31.6,"0","1","CT","0",1
"2513",3,10.5,35,63.2,15.6,"0","1","CT","0",0
"2517",8,6.8,33.9,159.6,12.6,"0","1","CT","0",1
"2522",5,8.5,52,161,76.1,"0","1","CT","1",1
"2528",1,12.4,6.6,163.1,34.8,"0","1","CT","1",0
"2530",1,9.7,37,139.4,27.3,"0","1","CT","0",1
"2544",3,10.3,52.6,102.6,26.1,"0","1","CT","0",0
"2546",9,7,48.8,19.1,8.9,"0","1","CT","1",1
"2549",4,10.5,88.5,74.7,47,"0","1","CT","0",1
"2553",2,9.9,25.8,82.1,8.1,"0","1","CT","0",0
"2564",7,13,57.1,157.7,16.1,"0","1","CT","0",0
"2567",3,8.5,22.4,47.8,29.7,"1","1","CT","0",0
"2572",7,8.7,22,11.9,22,"1","1","CT","0",0
"2575",2,12,22.7,36.2,43.2,"0","1","CT","0",1
"2577",6,13.3,32.1,56,27.5,"0","1","CT","0",1
"2581",7,10.7,16.4,49.3,6.2,"1","1","CT","1",0
"2582",3,9.8,35.5,83,64.6,"0","1","CT","1",1
"2588",2,7.9,79.8,119.9,38.4,"0","1","CT","0",1
"2596",5,10.1,6,96.3,9.5,"0","1","CT","0",1
"2599",2,7.8,32.1,25,58.1,"0","1","CT","0",0
"2607",3,11.7,72.4,49.1,29,"0","1","CT","0",0
"2608",5,12,6.7,153.4,8.7,"0","1","CT","0",1
"2613",2,12.7,4.2,124.3,31.7,"0","1","CT","1",1
"2615",3,9.2,29.5,71.8,22.9,"0","1","CT","0",0
"2618",4,3.9,32.8,30.6,26.8,"1","1","CT","1",0
"2620",2,11.8,44.4,60,26,"0","1","CT","1",1
"2624",9,12.8,30.4,154.2,14.2,"0","1","CT","1",1
"2625",5,0.9,11.6,118.8,22.4,"0","1","CT","1",1
"2630",3,7.6,7.5,170.9,35.2,"1","1","CT","0",1
"2634",5,4.2,48.4,83.5,70.8,"0","1","CT","1",0
"2637",6,9.9,26.7,79.8,14.3,"0","1","CT","1",1
"2643",7,7.1,36.3,53.9,14.7,"0","1","CT","1",0
"2644",5,2.2,65.3,26.3,26,"0","1","CT","1",1
"2645",7,9,55.6,10.4,9.9,"0","1","CT","1",1
"2648",2,10.3,43.7,111,34.6,"1","1","CT","1",0
"2659",6,10.2,81.4,94.3,28.5,"0","1","CT","1",0
"2665",2,11.9,74.5,156.2,65.6,"0","1","CT","1",1
"2675",7,1.8,12.8,162.7,23,"0","1","CT","0",1
"2678",6,12.6,88.8,63,48.6,"0","1","CT","0",1
"2686",3,7,14.6,78.2,23.2,"0","1","CT","0",1
"2687",3,8.8,24.3,33.5,2.6,"0","1","CT","1",1
"2694",1,12.5,50.5,42.5,37.1,"1","1","CT","1",0
"2704",4,5.3,32.4,105.2,27.1,"1","1","CT","0",1
"2706",7,9.6,52.3,76,13.6,"1","1","CT","1",1
"2710",3,9.6,24,153.1,14.8,"0","1","CT","1",1
"2717",2,9.6,0.3,23.6,74,"0","1","CT","1",1
"2718",2,12.4,59.8,103.4,73.7,"1","1","CT","0",1
"2719",1,10.4,14.4,19.1,74.4,"0","1","CT","0",1
"2721",6,10.4,2.1,13.1,45.1,"0","1","CT","0",1
"2726",3,12.2,19.8,143.4,14.2,"0","1","CT","0",1
"2727",1,12.9,47,79.4,50.1,"0","1","CT","1",1
"2730",3,10.8,42.7,37.1,25,"0","1","CT","1",1
"2736",4,8.8,24.7,69.7,10.7,"1","1","CT","1",0
"2737",2,12.8,38.8,73.8,36.7,"0","1","CT","1",0
"2740",6,12.2,43.6,86.2,28.4,"1","1","CT","1",1
"2744",4,1.9,7,108.5,24.9,"0","1","CT","0",1
"2746",2,10.2,39.2,28.8,22.5,"0","1","CT","0",0
"2752",2,9.6,52.3,16.7,26.3,"1","1","CT","0",0
"2753",4,12,84.4,84.6,29.6,"1","1","CT","1",1
"2755",4,9,88.8,158.7,40,"0","1","CT","1",1
"2759",3,9.5,0.5,36.5,4.3,"0","1","CT","1",0
"2760",1,11.2,29.7,71,16.1,"0","1","CT","0",0
"2762",2,2,32.4,6.9,21.1,"0","1","CT","0",0
"2770",6,7.7,3.3,122.1,37.8,"0","1","CT","1",1
"2784",2,7.7,6.7,25.6,31.7,"0","1","CT","0",1
"2785",3,12.4,51.9,32.9,37.9,"1","1","CT","0",1
"2792",3,11.6,14.9,8.3,22.7,"1","1","CT","0",1
"2797",5,11.9,38.1,12.9,72.8,"0","1","CT","1",1
"2811",1,9.7,24.6,39.2,0.1,"1","1","CT","1",1
"2832",3,11.4,24,158.9,24.4,"0","1","CT","0",1
"2838",4,1.9,73.5,95,9,"0","1","CT","0",1
"2839",2,7.9,74.8,132.5,25.1,"0","1","CT","1",0
"2844",2,3.4,74.2,107.9,32.3,"0","1","CT","0",1
"2846",4,10,9.1,98.1,71,"0","1","CT","0",1
"2852",6,10.4,7.2,101.3,38.1,"0","1","CT","0",0
"2858",4,9.8,38.5,56.2,9.6,"0","1","CT","0",1
"2873",5,11.2,69.3,3.4,8.4,"1","1","CT","0",0
"2878",2,11.4,31.1,71.3,7.5,"0","1","CT","1",1
"2886",9,12.1,54.1,23.1,39.9,"0","1","CT","1",1
"2887",5,12.6,29.1,161.7,9.5,"0","1","CT","1",1
"2892",1,12.3,50.1,49,32.8,"0","1","CT","0",1
"2893",4,10.5,89.1,53.1,65.4,"0","1","CT","0",1
"2894",9,7.5,38.2,29.6,16.2,"0","1","CT","1",1
"2900",3,2.2,7.5,160.2,65.9,"0","1","CT","0",1
"2901",3,11.4,20.9,69.2,28.8,"0","1","CT","1",1
"2906",2,10.9,53.6,48.8,2.5,"0","1","CT","1",1
"2916",7,12.9,16,63.6,34.5,"0","1","CT","0",0
"2918",5,12.7,33.5,57,32.3,"0","1","CT","0",1
"2926",5,9.2,20.9,9.9,13.7,"0","1","CT","1",1
"2950",4,8.9,44.2,172.1,26.3,"1","1","CT","1",1
"2957",1,9.3,21.6,131.4,58.2,"0","1","CT","1",0
"2959",4,7.9,73.8,66.1,30.9,"0","1","CT","1",1
"2960",3,10.7,52.9,149.1,36.2,"1","1","CT","0",1
"2975",2,3,21.5,166.1,36.4,"0","1","CT","0",1
"2982",6,9.3,8.4,13.5,25,"0","1","CT","1",0
"2983",1,10,57.3,135.4,74.8,"0","1","CT","0",0
"2995",4,11.5,10,54.3,17.7,"0","1","CT","0",0
"2997",4,10.2,43.5,66.2,51.9,"0","1","CT","1",1
"3003",3,11.1,55.6,9,68.2,"1","1","CT","1",1
"3005",6,9.5,15.4,90.4,13.6,"0","1","CT","1",1
"3007",4,12.2,27.1,39.7,13.8,"0","1","CT","0",1
"3011",7,11.2,88.2,138.8,19.9,"0","1","CT","1",1
"3012",2,10.5,8.5,4.3,17.9,"0","1","CT","1",1
"3013",2,10.6,38.1,83.6,7,"0","1","CT","1",0
"3014",3,9.4,8.6,61.6,26.7,"0","1","CT","0",1
"3022",5,9.1,45,20.8,17,"0","1","CT","1",1
"3025",4,3.5,78.4,141.7,45.7,"0","1","CT","0",0
"3027",4,10.5,35.7,6.6,20.7,"0","1","CT","1",0
"3031",6,3,37.2,149,27.6,"0","1","CT","0",1
"3032",1,2.7,32.8,57.7,21,"0","1","CT","0",1
"3034",3,10.1,53,20.6,13.5,"0","1","CT","0",1
"3040",2,10.4,11.7,19.6,71.4,"0","1","CT","1",0
"3044",4,9.1,22.9,158.3,34.7,"0","1","CT","0",1
"3047",3,11.5,42.5,8.5,45.5,"1","1","CT","1",1
"3049",4,12.8,21.3,166.5,22.9,"0","1","CT","0",0
"3051",6,10.7,17.2,75.1,16.9,"0","1","CT","1",1
"3052",2,9.7,32.4,167.5,15.9,"0","1","CT","0",1
"3058",1,6.2,40.9,34.2,32.2,"0","1","CT","1",1
"3062",2,9.2,9,57.8,38.9,"0","1","CT","1",1
"3066",1,13.4,66.7,163.5,8,"0","1","CT","1",1
"3085",4,7.7,72.5,74.3,28.1,"0","1","CT","0",0
"3089",6,9.7,21.9,35.7,11.5,"0","1","CT","0",0
"3091",9,8.3,23.4,109.1,68.6,"0","1","CT","0",1
"3093",11,12.3,11.6,161.9,72.7,"0","1","CT","0",0
"3096",2,8.3,17.2,52.7,30,"0","1","CT","0",1
"3107",1,2.4,14,36.1,32.6,"0","1","CT","0",0
"3113",5,10,54.1,75.2,54.2,"1","1","CT","0",0
"3118",3,10.9,7.6,38.1,20.5,"0","1","CT","0",0
"3124",9,10.8,42.8,39.8,19.7,"1","1","CT","1",1
"3132",1,7.4,52.1,26.5,18.8,"1","1","CT","0",0
"3136",6,11.5,31.6,9.2,3.1,"1","1","CT","1",0
"3137",5,9.9,30.1,16.8,2.9,"0","1","CT","0",1
"3140",6,12.3,13.6,117.8,24.7,"0","1","CT","0",0
"3155",5,9.7,56.4,73.3,12.9,"0","1","CT","0",1
"3158",3,7.8,26.1,114.2,18.3,"1","1","CT","0",1
"3159",2,2.4,22.2,20.4,25.7,"0","1","CT","0",0
"3165",6,13.4,29,39.7,22.7,"0","1","CT","0",0
"3170",1,12.7,49.3,88.9,36.3,"0","1","CT","0",0
"3175",6,1.1,48.3,88.7,36.7,"1","1","CT","1",1
"3181",1,7.7,28.6,171.9,8.5,"0","1","CT","1",0
"3189",3,12.6,3.4,169.4,9.2,"0","1","CT","0",0
